Order_ID,Product,Category,Region,Sales,Quantity,Order_Date
1127,Headphones,Accessories,East,38731,5,2023-08-06 00:00:00
1128,Laptop,Accessories,East,53217,3,2023-01-26 00:00:00
1129,Printer,Accessories,North,67865,5,2023-11-15 00:00:00
1130,Headphones,Electronics,North,9380,4,2023-03-14 00:00:00
1131,Printer,Accessories,North,73875,1,2023-07-29 00:00:00
1132,Phone,Accessories,South,62128,2,2023-06-17 00:00:00
1133,Tablet,Electronics,East,68260,1,2023-12-19 00:00:00
1134,Monitor,Accessories,East,14725,4,2023-10-16 00:00:00
1135,Phone,Electronics,South,57330,1,2023-07-26 00:00:00
1136,Tablet,Electronics,North,71774,3,2023-06-08 00:00:00
1137,Keyboard,Accessories,West,62038,2,2023-02-17 00:00:00
1138,Headphones,Electronics,West,66790,5,2023-12-19 00:00:00
1139,Monitor,Electronics,North,32023,3,2023-08-20 00:00:00
1140,Monitor,Electronics,West,15285,4,2023-03-07 00:00:00
1141,Tablet,Accessories,West,45696,5,2023-05-27 00:00:00
1142,Headphones,Accessories,West,48303,4,2023-01-26 00:00:00
1143,Keyboard,Accessories,West,65045,3,2023-09-22 00:00:00
1144,Keyboard,Electronics,West,72932,3,2023-11-13 00:00:00
1145,Headphones,Electronics,East,12672,5,2023-09-01 00:00:00
1146,Mouse,Electronics,South,40352,1,2023-04-19 00:00:00
1147,Printer,Accessories,South,8233,5,2023-07-02 00:00:00
1148,Keyboard,Accessories,East,47380,1,2023-10-21 00:00:00
1149,Monitor,Accessories,West,74219,3,2023-08-11 00:00:00
1150,Keyboard,Accessories,North,40979,3,2023-10-20 00:00:00
1151,Mouse,Electronics,East,72469,5,2023-03-29 00:00:00
1152,Laptop,Accessories,South,12194,2,2023-10-23 00:00:00
1153,Laptop,Accessories,East,56557,2,2023-10-01 00:00:00
1154,Phone,Electronics,North,21507,2,2023-11-03 00:00:00
1155,Laptop,Electronics,West,30767,4,2023-11-12 00:00:00
1156,Headphones,Electronics,South,47119,5,2023-04-13 00:00:00
1157,Printer,Accessories,East,3323,3,2023-10-25 00:00:00
1158,Tablet,Electronics,North,66072,4,2023-08-19 00:00:00
1159,Headphones,Electronics,North,64235,5,2023-05-16 00:00:00
1160,Headphones,Accessories,West,17530,1,2023-02-18 00:00:00
1161,Laptop,Accessories,East,24482,1,2023-02-06 00:00:00
1162,Laptop,Electronics,West,54105,3,2023-07-01 00:00:00
1163,Headphones,Accessories,West,21153,3,2023-07-21 00:00:00
1164,Keyboard,Electronics,West,22527,1,2023-10-09 00:00:00
1165,Phone,Accessories,North,47802,4,2023-07-29 00:00:00
1166,Monitor,Electronics,South,30725,2,2023-04-15 00:00:00
1167,Monitor,Electronics,North,2256,1,2023-10-29 00:00:00
1168,Headphones,Accessories,North,62973,1,2023-05-30 00:00:00
1169,Laptop,Accessories,West,25717,1,2023-03-06 00:00:00
1170,Laptop,Electronics,West,35096,1,2023-03-15 00:00:00
1171,Mouse,Accessories,East,23896,1,2023-12-14 00:00:00
1172,Keyboard,Electronics,East,9905,4,2023-09-10 00:00:00
1173,Monitor,Accessories,East,76355,3,2023-01-28 00:00:00
1174,Printer,Accessories,West,58945,5,2023-03-26 00:00:00
1175,Phone,Accessories,North,75073,5,2023-07-14 00:00:00
1176,Keyboard,Accessories,South,51144,3,2023-05-23 00:00:00
1177,Keyboard,Electronics,West,26230,4,2023-01-08 00:00:00
1178,Mouse,Electronics,West,53420,3,2023-09-23 00:00:00
1179,Monitor,Electronics,South,75113,5,2023-10-15 00:00:00
1180,Headphones,Accessories,West,59814,4,2023-01-24 00:00:00
1181,Headphones,Electronics,East,18447,4,2023-08-28 00:00:00
1182,Laptop,Electronics,West,72547,4,2023-06-13 00:00:00
1183,Phone,Accessories,North,53245,1,2023-05-17 00:00:00
1184,Printer,Electronics,East,13021,5,2023-05-28 00:00:00
1185,Mouse,Electronics,East,56074,3,2023-04-08 00:00:00
1186,Monitor,Electronics,South,71730,3,2023-07-01 00:00:00
1187,Headphones,Electronics,North,37179,5,2023-06-23 00:00:00
1188,Mouse,Electronics,South,45585,2,2023-03-27 00:00:00
1189,Monitor,Electronics,North,47074,4,2023-08-27 00:00:00
1190,Keyboard,Electronics,West,14552,2,2023-09-08 00:00:00
1191,Mouse,Electronics,West,45381,1,2023-04-08 00:00:00
1192,Monitor,Electronics,West,52755,3,2023-04-13 00:00:00
1193,Laptop,Accessories,North,57719,2,2023-09-02 00:00:00
1194,Keyboard,Accessories,South,27653,2,2023-07-28 00:00:00
1195,Phone,Accessories,East,29953,3,2023-03-03 00:00:00
1196,Printer,Accessories,North,8108,1,2023-12-03 00:00:00
1197,Keyboard,Electronics,North,47074,4,2023-06-10 00:00:00
1198,Phone,Accessories,South,57307,1,2023-02-24 00:00:00
1199,Keyboard,Accessories,North,77637,5,2023-08-24 00:00:00
1200,Tablet,Accessories,North,31730,5,2023-04-20 00:00:00
1201,Laptop,Accessories,South,65922,3,2023-02-23 00:00:00
1202,Printer,Accessories,South,15148,1,2023-06-14 00:00:00
1203,Tablet,Electronics,East,72421,1,2023-12-14 00:00:00
1204,Keyboard,Accessories,South,35697,5,2023-08-08 00:00:00
1205,Phone,Electronics,West,41802,4,2023-04-18 00:00:00
1206,Phone,Electronics,North,71987,5,2023-04-28 00:00:00
1207,Keyboard,Electronics,North,57925,1,2023-02-04 00:00:00
1208,Phone,Electronics,North,59659,1,2023-07-11 00:00:00
1209,Laptop,Accessories,West,8470,1,2023-01-18 00:00:00
1210,Laptop,Accessories,West,61039,2,2023-06-01 00:00:00
1211,Mouse,Accessories,South,71436,1,2023-06-09 00:00:00
1212,Monitor,Accessories,South,77863,4,2023-09-08 00:00:00
1213,Headphones,Electronics,North,64633,3,2023-12-15 00:00:00
1214,Mouse,Electronics,West,36793,5,2023-06-28 00:00:00
1215,Keyboard,Electronics,West,69177,2,2023-11-09 00:00:00
1216,Phone,Accessories,East,77951,4,2023-09-16 00:00:00
1217,Printer,Accessories,West,47196,1,2023-12-14 00:00:00
1218,Laptop,Electronics,East,17785,1,2023-04-02 00:00:00
1219,Tablet,Accessories,West,77461,4,2023-07-09 00:00:00
1220,Headphones,Electronics,North,34015,2,2023-10-20 00:00:00
1221,Mouse,Electronics,East,55828,2,2023-10-21 00:00:00
1222,Headphones,Accessories,West,51923,1,2023-10-11 00:00:00
1223,Mouse,Accessories,North,8076,5,2023-09-23 00:00:00
1224,Monitor,Electronics,North,14427,1,2023-10-08 00:00:00
1225,Headphones,Accessories,South,3191,5,2023-05-15 00:00:00
1226,Printer,Accessories,North,34432,1,2023-04-05 00:00:00
1227,Laptop,Electronics,South,74446,5,2023-09-28 00:00:00
1228,Keyboard,Electronics,East,1448,2,2023-05-31 00:00:00
1229,Headphones,Electronics,East,66394,1,2023-05-07 00:00:00
1230,Monitor,Accessories,North,12992,5,2023-08-24 00:00:00
1231,Monitor,Electronics,South,52027,2,2023-07-05 00:00:00
1232,Phone,Electronics,West,23535,3,2023-03-30 00:00:00
1233,Mouse,Accessories,East,63480,2,2023-10-18 00:00:00
1234,Keyboard,Accessories,East,35196,1,2023-04-09 00:00:00
1235,Mouse,Accessories,West,3194,1,2023-04-15 00:00:00
1236,Headphones,Electronics,East,39377,3,2023-08-30 00:00:00
1237,Mouse,Electronics,South,45834,4,2023-11-20 00:00:00
1238,Monitor,Accessories,South,13502,1,2023-11-07 00:00:00
1239,Monitor,Accessories,East,75655,2,2023-07-29 00:00:00
1240,Keyboard,Accessories,South,24364,5,2023-01-26 00:00:00
1241,Tablet,Accessories,East,72267,3,2023-07-18 00:00:00
1242,Tablet,Electronics,West,6626,1,2023-12-22 00:00:00
1243,Tablet,Electronics,West,59444,1,2023-07-16 00:00:00
1244,Keyboard,Accessories,East,39748,5,2023-02-19 00:00:00
1245,Laptop,Accessories,West,46242,5,2023-11-14 00:00:00
1246,Printer,Electronics,East,71437,3,2023-12-29 00:00:00
1247,Laptop,Accessories,North,31882,4,2023-01-11 00:00:00
1248,Laptop,Accessories,West,77385,5,2023-09-15 00:00:00
1249,Printer,Accessories,North,16865,4,2023-04-08 00:00:00
1250,Keyboard,Electronics,East,1736,4,2023-11-24 00:00:00
1251,Mouse,Electronics,East,39137,3,2023-04-26 00:00:00
1252,Headphones,Electronics,South,34822,4,2023-05-10 00:00:00
1253,Mouse,Accessories,West,65908,5,2023-09-12 00:00:00
1254,Laptop,Accessories,East,15192,1,2023-12-25 00:00:00
1255,Printer,Accessories,East,6220,1,2023-01-17 00:00:00
1256,Tablet,Accessories,East,36083,3,2023-05-24 00:00:00
1257,Phone,Electronics,West,48816,3,2023-11-24 00:00:00
1258,Headphones,Accessories,South,23258,2,2023-07-13 00:00:00
1259,Monitor,Electronics,West,29228,5,2023-07-23 00:00:00
1260,Laptop,Accessories,West,49408,3,2023-05-26 00:00:00
1261,Headphones,Electronics,East,31815,5,2023-11-11 00:00:00
1262,Phone,Electronics,South,25076,3,2023-05-27 00:00:00
1263,Phone,Electronics,South,62283,4,2023-05-15 00:00:00
1264,Mouse,Accessories,North,15265,2,2023-05-22 00:00:00
1265,Headphones,Electronics,East,6315,5,2023-04-26 00:00:00
1266,Headphones,Accessories,North,30152,5,2023-02-05 00:00:00
1267,Headphones,Electronics,East,47047,3,2023-03-05 00:00:00
1268,Phone,Accessories,East,4375,2,2023-07-16 00:00:00
1269,Tablet,Accessories,East,46270,5,2023-11-08 00:00:00
1270,Printer,Electronics,North,56043,3,2023-11-20 00:00:00
1271,Headphones,Electronics,South,60203,5,2023-05-20 00:00:00
1272,Headphones,Electronics,West,45730,3,2023-06-12 00:00:00
1273,Mouse,Electronics,East,65587,5,2023-01-10 00:00:00
1274,Tablet,Accessories,East,1898,4,2023-12-06 00:00:00
1275,Mouse,Accessories,South,49832,1,2023-01-19 00:00:00
1276,Printer,Accessories,South,20090,5,2023-10-20 00:00:00
1277,Mouse,Electronics,North,55127,3,2023-08-06 00:00:00
1278,Keyboard,Electronics,North,28929,2,2023-05-20 00:00:00
1279,Keyboard,Accessories,North,77883,1,2023-11-21 00:00:00
1280,Monitor,Electronics,South,7131,3,2023-04-21 00:00:00
1281,Mouse,Electronics,North,55570,4,2023-05-11 00:00:00
1282,Laptop,Accessories,East,40234,2,2023-12-20 00:00:00
1283,Printer,Accessories,East,77186,4,2023-02-11 00:00:00
1284,Phone,Electronics,South,62314,1,2023-09-02 00:00:00
1285,Phone,Electronics,South,45833,4,2023-08-18 00:00:00
1286,Tablet,Accessories,South,49136,3,2023-04-20 00:00:00
1287,Keyboard,Accessories,West,46115,1,2023-07-01 00:00:00
1288,Tablet,Electronics,South,79464,2,2023-12-07 00:00:00
1289,Tablet,Accessories,West,44394,2,2023-02-05 00:00:00
1290,Tablet,Electronics,West,44547,5,2023-12-13 00:00:00
1291,Mouse,Accessories,North,11508,3,2023-07-08 00:00:00
1292,Mouse,Accessories,South,23221,5,2023-05-04 00:00:00
1293,Laptop,Accessories,South,40986,1,2023-05-02 00:00:00
1294,Phone,Electronics,West,72222,2,2023-08-13 00:00:00
1295,Headphones,Electronics,West,1899,1,2023-09-12 00:00:00
1296,Keyboard,Electronics,South,9929,5,2023-12-22 00:00:00
1297,Tablet,Electronics,East,60589,3,2023-11-12 00:00:00
1298,Laptop,Accessories,West,48391,1,2023-04-13 00:00:00
1299,Monitor,Accessories,South,5253,1,2023-05-01 00:00:00
1300,Monitor,Accessories,North,34565,1,2023-11-13 00:00:00
1301,Laptop,Accessories,West,18649,5,2023-06-13 00:00:00
1302,Monitor,Electronics,East,27108,5,2023-12-29 00:00:00
1303,Mouse,Accessories,North,39872,2,2023-12-04 00:00:00
1304,Tablet,Accessories,East,73566,5,2023-04-07 00:00:00
1305,Phone,Accessories,South,30083,4,2023-12-24 00:00:00
1306,Phone,Accessories,East,54574,2,2023-08-23 00:00:00
1307,Printer,Accessories,North,58103,4,2023-11-13 00:00:00
1308,Phone,Electronics,North,28764,2,2023-04-14 00:00:00
1309,Headphones,Electronics,North,55386,4,2023-03-22 00:00:00
1310,Mouse,Accessories,West,34815,5,2023-08-21 00:00:00
1311,Keyboard,Accessories,North,69208,1,2023-03-30 00:00:00
1312,Mouse,Electronics,South,3555,5,2023-08-08 00:00:00
1313,Phone,Accessories,South,49917,1,2023-08-01 00:00:00
1314,Mouse,Accessories,West,19301,1,2023-11-28 00:00:00
1315,Monitor,Accessories,East,19452,4,2023-12-03 00:00:00
1316,Laptop,Electronics,North,32827,4,2023-01-08 00:00:00
1317,Laptop,Electronics,South,11019,5,2023-08-11 00:00:00
1318,Laptop,Accessories,West,6533,1,2023-10-17 00:00:00
1319,Laptop,Electronics,East,61948,1,2023-01-09 00:00:00
1320,Headphones,Electronics,West,22405,1,2023-01-28 00:00:00
1321,Monitor,Electronics,East,61197,5,2023-02-21 00:00:00
1322,Keyboard,Accessories,North,17191,2,2023-10-26 00:00:00
1323,Tablet,Accessories,North,20251,4,2023-12-31 00:00:00
1324,Headphones,Electronics,South,57519,5,2023-10-14 00:00:00
1325,Keyboard,Accessories,East,48373,5,2023-10-29 00:00:00
1326,Tablet,Accessories,North,41831,1,2023-06-13 00:00:00
1327,Mouse,Accessories,South,79373,2,2023-08-14 00:00:00
1328,Mouse,Electronics,East,63361,5,2023-09-04 00:00:00
1329,Tablet,Electronics,South,60992,3,2023-12-15 00:00:00
1330,Keyboard,Accessories,West,33214,5,2023-06-29 00:00:00
1331,Monitor,Electronics,South,23793,1,2023-03-16 00:00:00
1332,Tablet,Electronics,North,8707,3,2023-03-20 00:00:00
1333,Laptop,Electronics,West,20324,3,2023-05-30 00:00:00
1334,Keyboard,Accessories,West,47369,5,2023-01-01 00:00:00
1335,Printer,Accessories,West,39593,2,2023-11-14 00:00:00
1336,Laptop,Electronics,West,53726,2,2023-11-05 00:00:00
1337,Keyboard,Accessories,West,24988,5,2023-07-14 00:00:00
1338,Keyboard,Electronics,South,8536,5,2023-12-04 00:00:00
1339,Headphones,Electronics,East,8595,2,2023-09-13 00:00:00
1340,Printer,Electronics,North,62399,2,2023-01-26 00:00:00
1341,Headphones,Accessories,West,75998,2,2023-02-21 00:00:00
1342,Phone,Accessories,North,3922,3,2023-10-16 00:00:00
1343,Tablet,Accessories,East,3845,5,2023-12-05 00:00:00
1344,Headphones,Electronics,North,54080,4,2023-08-19 00:00:00
1345,Printer,Electronics,West,30626,2,2023-05-28 00:00:00
1346,Printer,Electronics,North,33814,2,2023-01-13 00:00:00
1347,Monitor,Electronics,South,14487,1,2023-12-01 00:00:00
1348,Phone,Accessories,North,44865,1,2023-12-27 00:00:00
1349,Mouse,Electronics,West,30624,3,2023-02-23 00:00:00
1350,Phone,Accessories,West,74146,1,2023-12-10 00:00:00
1351,Headphones,Electronics,South,37560,5,2023-05-14 00:00:00
1352,Mouse,Electronics,East,33446,1,2023-11-15 00:00:00
1353,Mouse,Accessories,North,38708,3,2023-12-19 00:00:00
1354,Phone,Accessories,West,7703,1,2023-03-06 00:00:00
1355,Laptop,Accessories,East,6776,5,2023-09-30 00:00:00
1356,Printer,Electronics,West,79991,2,2023-06-24 00:00:00
1357,Tablet,Accessories,North,65619,5,2023-01-15 00:00:00
1358,Headphones,Electronics,North,41299,5,2023-06-27 00:00:00
1359,Headphones,Electronics,East,58113,5,2023-01-15 00:00:00
1360,Printer,Electronics,East,30379,3,2023-02-04 00:00:00
1361,Keyboard,Electronics,West,42747,2,2023-06-10 00:00:00
1362,Phone,Electronics,West,59266,4,2023-12-07 00:00:00
1363,Phone,Electronics,West,70629,1,2023-05-19 00:00:00
1364,Headphones,Accessories,South,14845,5,2023-11-21 00:00:00
1365,Keyboard,Accessories,North,66196,5,2023-07-06 00:00:00
1366,Keyboard,Accessories,North,78212,4,2023-03-10 00:00:00
1367,Phone,Accessories,West,51196,5,2023-07-26 00:00:00
1368,Printer,Accessories,West,78261,2,2023-12-18 00:00:00
1369,Tablet,Accessories,East,52042,4,2023-08-16 00:00:00
1370,Monitor,Accessories,North,39904,5,2023-12-30 00:00:00
1371,Laptop,Accessories,North,46340,2,2023-12-22 00:00:00
1372,Mouse,Accessories,North,8173,5,2023-11-10 00:00:00
1373,Tablet,Electronics,North,78097,5,2023-08-09 00:00:00
1374,Headphones,Electronics,East,67288,5,2023-12-16 00:00:00
1375,Laptop,Electronics,South,38173,4,2023-08-08 00:00:00
1376,Monitor,Accessories,East,23150,3,2023-04-21 00:00:00
1377,Mouse,Electronics,North,53622,3,2023-01-08 00:00:00
1378,Keyboard,Electronics,South,51928,4,2023-04-20 00:00:00
1379,Monitor,Accessories,West,58425,5,2023-07-01 00:00:00
1380,Phone,Electronics,West,6600,4,2023-11-26 00:00:00
1381,Headphones,Electronics,South,45580,2,2023-05-08 00:00:00
1382,Monitor,Electronics,South,3848,5,2023-01-18 00:00:00
1383,Keyboard,Electronics,South,65493,3,2023-07-22 00:00:00
1384,Phone,Accessories,South,6281,3,2023-06-05 00:00:00
1385,Keyboard,Electronics,South,34534,1,2023-07-13 00:00:00
1386,Tablet,Accessories,North,21283,1,2023-01-08 00:00:00
1387,Tablet,Electronics,South,2194,1,2023-09-29 00:00:00
1388,Printer,Electronics,South,31506,1,2023-09-12 00:00:00
1389,Monitor,Electronics,North,27250,2,2023-12-28 00:00:00
1390,Phone,Electronics,South,71097,1,2023-02-28 00:00:00
1391,Monitor,Electronics,South,16402,4,2023-10-10 00:00:00
1392,Mouse,Electronics,North,30604,2,2023-12-19 00:00:00
1393,Keyboard,Electronics,South,52407,1,2023-04-24 00:00:00
1394,Printer,Accessories,West,26385,4,2023-06-13 00:00:00
1395,Monitor,Electronics,North,18557,2,2023-08-31 00:00:00
1396,Monitor,Electronics,South,67340,2,2023-05-26 00:00:00
1397,Laptop,Accessories,East,45469,4,2023-03-03 00:00:00
1398,Keyboard,Electronics,East,47994,4,2023-08-23 00:00:00
1399,Printer,Electronics,East,74973,2,2023-04-05 00:00:00
1400,Mouse,Electronics,West,13357,3,2023-01-26 00:00:00
1401,Printer,Electronics,West,69285,5,2023-02-28 00:00:00
1402,Tablet,Electronics,South,12234,1,2023-02-02 00:00:00
1403,Phone,Accessories,North,57136,4,2023-05-14 00:00:00
1404,Phone,Electronics,North,5161,4,2023-06-28 00:00:00
1405,Keyboard,Electronics,East,42554,1,2023-12-04 00:00:00
1406,Tablet,Accessories,West,35097,2,2023-02-20 00:00:00
1407,Phone,Accessories,West,78489,3,2023-01-24 00:00:00
1408,Monitor,Accessories,North,49102,2,2023-02-25 00:00:00
1409,Keyboard,Accessories,South,9676,1,2023-08-28 00:00:00
1410,Headphones,Electronics,West,7190,4,2023-10-24 00:00:00
1411,Printer,Electronics,South,67687,5,2023-09-30 00:00:00
1412,Laptop,Electronics,North,28017,2,2023-07-01 00:00:00
1413,Tablet,Electronics,West,61813,1,2023-05-25 00:00:00
1414,Tablet,Electronics,South,6278,1,2023-01-13 00:00:00
1415,Mouse,Accessories,South,72605,1,2023-11-23 00:00:00
1416,Laptop,Electronics,South,64143,3,2023-04-08 00:00:00
1417,Laptop,Accessories,South,54985,4,2023-10-20 00:00:00
1418,Phone,Accessories,West,46190,4,2023-04-09 00:00:00
1419,Headphones,Accessories,West,46146,1,2023-05-16 00:00:00
1420,Printer,Accessories,East,71774,4,2023-08-31 00:00:00
1421,Headphones,Accessories,North,44655,1,2023-08-08 00:00:00
1422,Mouse,Electronics,North,49836,2,2023-08-28 00:00:00
